country_code,customer_id,paperless_date,invoice_number,invoice_date,due_date,invoice_amount,disputed,settled_date,paperless_bill,days_to_settle,days_late,payment_status,payment_delay_band,invoice_month,payment_delay _sort
818,1604-LIFKX,2013-03-16,5395803659,2013-10-18,2013-11-17,51.64,No,2013-11-27,Electronic,40,10,Late,8–14 Days Late,2013-10-01,3
406,9117-LYRCE,2013-07-05,5400778193,2012-09-25,2012-10-25,37.19,No,2012-11-01,Paper,37,7,Late,1–7 Days Late,2012-09-01,2
406,4092-ZAVRG,2012-05-19,5404048854,2013-08-07,2013-09-06,73.08,No,2013-08-08,Electronic,1,0,On Time,On Time,2013-08-01,1
770,0465-DTULQ,2013-03-04,5406697446,2012-06-16,2012-07-16,39.87,Yes,2012-08-03,Paper,48,18,Late,15–30 Days Late,2012-06-01,4
897,9883-SDWFS,2013-07-08,5408072058,2013-04-27,2013-05-27,42.86,Yes,2013-06-18,Paper,52,22,Late,15–30 Days Late,2013-04-01,4
406,3448-OWJOT,2012-09-15,5411405629,2013-09-30,2013-10-30,73.99,Yes,2013-10-27,Electronic,27,0,On Time,On Time,2013-09-01,1
770,5592-UQXSS,2012-12-31,5417879278,2012-04-07,2012-05-07,37.08,Yes,2012-05-12,Paper,35,5,Late,1–7 Days Late,2012-04-01,2
897,8690-EEBEO,2012-12-05,5419865968,2013-08-11,2013-09-10,62.83,No,2013-09-07,Electronic,27,0,On Time,On Time,2013-08-01,1
770,5592-UQXSS,2012-12-31,5420077969,2013-06-05,2013-07-05,34.36,No,2013-06-21,Electronic,16,0,On Time,On Time,2013-06-01,1
391,6708-DPYTF,2012-08-02,5423618299,2013-03-20,2013-04-19,81.59,No,2013-04-28,Electronic,39,9,Late,8–14 Days Late,2013-03-01,3
391,7329-TWKLF,2013-11-20,5433217651,2013-10-21,2013-11-20,78.59,No,2013-11-13,Paper,23,0,On Time,On Time,2013-10-01,1
770,0625-TNJFG,2013-08-15,5437619752,2013-07-05,2013-08-04,69.85,No,2013-08-06,Paper,32,2,Late,1–7 Days Late,2013-07-01,2
406,9322-YCTQO,2012-04-06,5439908314,2013-05-17,2013-06-16,70.98,No,2013-06-23,Electronic,37,7,Late,1–7 Days Late,2013-05-01,2
406,4640-FGEJI,2013-04-04,5445841992,2013-10-21,2013-11-20,97.42,No,2013-11-14,Electronic,24,0,On Time,On Time,2013-10-01,1
406,0783-PEPYR,2013-11-27,5446180510,2012-04-29,2012-05-29,50.55,Yes,2012-06-11,Paper,43,13,Late,8–14 Days Late,2012-04-01,3
391,8156-PCYBM,2012-03-03,5453381490,2013-06-10,2013-07-10,62.64,No,2013-07-14,Electronic,34,4,Late,1–7 Days Late,2013-06-01,2
770,7260-ZHAKS,2012-06-17,5454474839,2012-08-30,2012-09-29,100.51,No,2012-09-26,Electronic,27,0,On Time,On Time,2012-08-01,1
391,2820-XGXSB,2012-01-26,5458519467,2012-05-02,2012-06-01,73.62,No,2012-05-07,Electronic,5,0,On Time,On Time,2012-05-01,1
391,8820-BLYDZ,2013-03-19,5464873037,2013-08-28,2013-09-27,98.83,No,2013-08-31,Electronic,3,0,On Time,On Time,2013-08-01,1
406,8389-TCXFQ,2012-08-24,5471402464,2013-01-09,2013-02-08,51.2,No,2013-01-24,Electronic,15,0,On Time,On Time,2013-01-01,1
406,4651-PMEXQ,2012-07-04,5473678800,2013-09-05,2013-10-05,70.29,No,2013-09-28,Electronic,23,0,On Time,On Time,2013-09-01,1
406,6833-ETVHD,2012-04-30,5480294344,2012-10-01,2012-10-31,74.56,No,2012-10-20,Electronic,19,0,On Time,On Time,2012-10-01,1
770,3831-FXWYK,2013-03-08,5485299924,2012-11-02,2012-12-02,74.47,No,2012-12-17,Paper,45,15,Late,15–30 Days Late,2012-11-01,4
406,9725-EZTEJ,2012-03-17,5493577724,2013-05-25,2013-06-24,109.81,Yes,2013-06-18,Electronic,24,0,On Time,On Time,2013-05-01,1
406,5573-KSOIA,2013-09-30,5506147573,2013-10-02,2013-11-01,84.31,No,2013-10-26,Electronic,24,0,On Time,On Time,2013-10-01,1
406,9771-QTLGZ,2012-12-10,5508245592,2013-02-28,2013-03-30,48.87,Yes,2013-03-09,Electronic,9,0,On Time,On Time,2013-02-01,1
770,7758-WKLVM,2012-02-06,5510823569,2012-04-11,2012-05-11,30.06,No,2012-05-17,Electronic,36,6,Late,1–7 Days Late,2012-04-01,2
770,7260-ZHAKS,2012-06-17,5516916159,2013-01-23,2013-02-22,83.32,No,2013-02-06,Electronic,14,0,On Time,On Time,2013-01-01,1
770,0465-DTULQ,2013-03-04,5519301828,2012-01-30,2012-02-29,59.34,Yes,2012-03-21,Paper,51,21,Late,15–30 Days Late,2012-01-01,4
406,4640-FGEJI,2013-04-04,5531824498,2012-11-06,2012-12-06,95.58,No,2012-12-06,Paper,30,0,On Time,On Time,2012-11-01,1
391,8156-PCYBM,2012-03-03,5535719066,2012-11-25,2012-12-25,46,No,2012-12-20,Electronic,25,0,On Time,On Time,2012-11-01,1
406,1447-YZKCL,2012-08-10,5536234391,2012-11-01,2012-12-01,61.2,No,2012-12-10,Electronic,39,9,Late,8–14 Days Late,2012-11-01,3
391,1080-NDGAE,2012-09-28,5536610902,2013-06-29,2013-07-29,89.97,Yes,2013-08-01,Electronic,33,3,Late,1–7 Days Late,2013-06-01,2
770,0625-TNJFG,2013-08-15,5539674578,2013-11-05,2013-12-05,44.4,No,2013-12-02,Electronic,27,0,On Time,On Time,2013-11-01,1
818,5924-UOPGH,2013-06-06,5551365805,2012-09-22,2012-10-22,96.58,No,2012-10-07,Paper,15,0,On Time,On Time,2012-09-01,1
406,0783-PEPYR,2013-11-27,5554040283,2013-02-17,2013-03-19,59.36,No,2013-03-30,Paper,41,11,Late,8–14 Days Late,2013-02-01,3
818,6627-ELFBK,2012-11-26,5554804891,2013-08-21,2013-09-20,77.24,No,2013-09-09,Electronic,19,0,On Time,On Time,2013-08-01,1
406,0783-PEPYR,2013-11-27,5564408624,2013-08-22,2013-09-21,50.69,Yes,2013-10-05,Paper,44,14,Late,8–14 Days Late,2013-08-01,3
406,7938-EVASK,2012-12-15,5570997637,2012-01-19,2012-02-18,43.77,No,2012-02-29,Paper,41,11,Late,8–14 Days Late,2012-01-01,3
406,4092-ZAVRG,2012-05-19,5584045928,2012-08-25,2012-09-24,72.2,No,2012-08-28,Electronic,3,0,On Time,On Time,2012-08-01,1
818,3271-HYHDN,2013-04-28,5584805665,2013-07-23,2013-08-22,71.02,No,2013-07-23,Electronic,0,0,On Time,On Time,2013-07-01,1
818,5924-UOPGH,2013-06-06,5589625888,2013-02-10,2013-03-12,61.46,No,2013-03-02,Paper,20,0,On Time,On Time,2013-02-01,1
391,7841-HROAQ,2013-09-15,5591470956,2012-08-25,2012-09-24,72.94,No,2012-09-25,Paper,31,1,Late,1–7 Days Late,2012-08-01,2
406,6833-ETVHD,2012-04-30,5600044644,2013-01-07,2013-02-06,67.51,No,2013-01-22,Electronic,15,0,On Time,On Time,2013-01-01,1
391,2423-QOKIO,2013-05-11,5600941018,2012-01-27,2012-02-26,53.73,No,2012-03-05,Paper,38,8,Late,8–14 Days Late,2012-01-01,3
818,5924-UOPGH,2013-06-06,5601820333,2013-09-25,2013-10-25,76.69,No,2013-10-09,Electronic,14,0,On Time,On Time,2013-09-01,1
818,6004-KITZM,2013-09-01,5606369890,2013-02-23,2013-03-25,70.9,No,2013-03-15,Paper,20,0,On Time,On Time,2013-02-01,1
818,7695-NKUXM,2012-11-21,5609216425,2012-11-16,2012-12-16,69.4,No,2012-11-29,Paper,13,0,On Time,On Time,2012-11-01,1
818,5613-UHVMG,2012-05-31,5612029362,2013-02-07,2013-03-09,72.82,Yes,2013-04-01,Electronic,53,23,Late,15–30 Days Late,2013-02-01,4
406,6833-ETVHD,2012-04-30,5614207522,2013-01-24,2013-02-23,59.25,No,2013-02-11,Electronic,18,0,On Time,On Time,2013-01-01,1
406,6048-QPZCF,2012-07-13,5616666227,2013-05-16,2013-06-15,92.96,No,2013-05-22,Electronic,6,0,On Time,On Time,2013-05-01,1
818,7946-HJDUR,2012-02-21,5619336586,2013-06-03,2013-07-03,75.07,No,2013-06-30,Electronic,27,0,On Time,On Time,2013-06-01,1
770,7758-WKLVM,2012-02-06,5627371581,2012-05-28,2012-06-27,55.22,No,2012-06-25,Electronic,28,0,On Time,On Time,2012-05-01,1
897,0688-XNJRO,2012-06-24,5633925313,2013-04-12,2013-05-12,34.75,No,2013-06-04,Electronic,53,23,Late,15–30 Days Late,2013-04-01,4
391,9174-IYKOC,2012-11-27,5636675950,2012-03-21,2012-04-20,68.81,Yes,2012-05-12,Paper,52,22,Late,15–30 Days Late,2012-03-01,4
770,7050-KQLDO,2012-09-29,5636946317,2013-04-07,2013-05-07,57.24,No,2013-04-30,Electronic,23,0,On Time,On Time,2013-04-01,1
770,9323-NDIOV,2012-07-09,5641290183,2012-12-09,2013-01-08,54.49,No,2013-01-07,Electronic,29,0,On Time,On Time,2012-12-01,1
818,6004-KITZM,2013-09-01,5652779440,2012-11-20,2012-12-20,64.27,No,2012-12-07,Paper,17,0,On Time,On Time,2012-11-01,1
897,6391-GBFQJ,2013-11-25,5663633073,2013-03-28,2013-04-27,7.33,No,2013-04-21,Paper,24,0,On Time,On Time,2013-03-01,1
406,4640-FGEJI,2013-04-04,5666197272,2013-09-01,2013-10-01,42.37,No,2013-09-24,Electronic,23,0,On Time,On Time,2013-09-01,1
391,6160-HCSFI,2013-01-10,5667168406,2013-06-04,2013-07-04,68.97,No,2013-06-20,Electronic,16,0,On Time,On Time,2013-06-01,1
770,9149-MATVB,2013-04-30,5669083173,2013-07-02,2013-08-01,36.26,No,2013-07-25,Electronic,23,0,On Time,On Time,2013-07-01,1
770,4460-ZXNDN,2013-06-27,5670127659,2012-10-01,2012-10-31,59.6,Yes,2012-11-03,Paper,33,3,Late,1–7 Days Late,2012-10-01,2
770,0706-NRGUP,2013-04-09,5671103218,2012-12-05,2013-01-04,25.78,No,2012-12-30,Paper,25,0,On Time,On Time,2012-12-01,1
818,1604-LIFKX,2013-03-16,5672264098,2012-12-22,2013-01-21,52.62,No,2013-02-05,Paper,45,15,Late,15–30 Days Late,2012-12-01,4
897,3271-YDPUJ,2013-04-02,5689526714,2013-01-21,2013-02-20,64.44,Yes,2013-02-22,Paper,32,2,Late,1–7 Days Late,2013-01-01,2
391,6160-HCSFI,2013-01-10,5709007782,2013-02-02,2013-03-04,85.52,No,2013-02-23,Electronic,21,0,On Time,On Time,2013-02-01,1
818,7946-HJDUR,2012-02-21,5713630505,2013-08-19,2013-09-18,51.94,No,2013-09-20,Electronic,32,2,Late,1–7 Days Late,2013-08-01,2
818,1604-LIFKX,2013-03-16,5715617144,2012-06-28,2012-07-28,59.91,No,2012-08-11,Paper,44,14,Late,8–14 Days Late,2012-06-01,3
406,2621-XCLEH,2012-09-24,5722625204,2012-03-23,2012-04-22,89.05,No,2012-05-14,Paper,52,22,Late,15–30 Days Late,2012-03-01,4
406,6833-ETVHD,2012-04-30,5728598959,2013-10-17,2013-11-16,71.7,No,2013-11-06,Electronic,20,0,On Time,On Time,2013-10-01,1
391,6632-CGYHU,2013-01-08,5732190469,2013-08-07,2013-09-06,70.51,No,2013-08-18,Electronic,11,0,On Time,On Time,2013-08-01,1
406,1447-YZKCL,2012-08-10,5732886455,2012-09-13,2012-10-13,55.14,No,2012-10-13,Electronic,30,0,On Time,On Time,2012-09-01,1
770,6077-FDQRK,2012-09-11,5734148846,2013-08-15,2013-09-14,58.36,No,2013-08-27,Electronic,12,0,On Time,On Time,2013-08-01,1
391,7209-MDWKR,2013-10-09,5743371067,2012-10-04,2012-11-03,55.88,No,2012-11-14,Paper,41,11,Late,8–14 Days Late,2012-10-01,3
406,4640-FGEJI,2013-04-04,5747215345,2012-07-05,2012-08-04,66.54,Yes,2012-08-13,Paper,39,9,Late,8–14 Days Late,2012-07-01,3
406,1447-YZKCL,2012-08-10,5750325838,2013-11-16,2013-12-16,77.33,No,2013-12-17,Electronic,31,1,Late,1–7 Days Late,2013-11-01,2
406,4651-PMEXQ,2012-07-04,5753468265,2012-07-01,2012-07-31,94.97,No,2012-08-02,Paper,32,2,Late,1–7 Days Late,2012-07-01,2
391,0187-ERLSR,2013-07-31,5759027335,2013-11-11,2013-12-11,83.18,Yes,2013-11-24,Electronic,13,0,On Time,On Time,2013-11-01,1
406,9725-EZTEJ,2012-03-17,5759152857,2012-04-22,2012-05-22,72.32,Yes,2012-06-05,Electronic,44,14,Late,8–14 Days Late,2012-04-01,3
897,9286-VLKMI,2013-02-13,5759365584,2013-02-13,2013-03-15,51.43,No,2013-02-18,Paper,5,0,On Time,On Time,2013-02-01,1
897,3676-CQAIF,2013-07-29,5769308033,2012-06-10,2012-07-10,35.32,Yes,2012-07-28,Paper,48,18,Late,15–30 Days Late,2012-06-01,4
406,4092-ZAVRG,2012-05-19,5769746861,2012-06-27,2012-07-27,73.09,No,2012-06-30,Electronic,3,0,On Time,On Time,2012-06-01,1
818,3568-JJMFW,2012-01-09,5770867325,2012-04-21,2012-05-21,63.97,No,2012-05-03,Electronic,12,0,On Time,On Time,2012-04-01,1
406,0783-PEPYR,2013-11-27,5777629589,2012-09-02,2012-10-02,57.26,No,2012-10-09,Paper,37,7,Late,1–7 Days Late,2012-09-01,2
770,0625-TNJFG,2013-08-15,5779088948,2012-11-19,2012-12-19,62.84,No,2012-12-13,Paper,24,0,On Time,On Time,2012-11-01,1
391,9212-BTDMX,2012-04-22,5783904084,2012-07-15,2012-08-14,24.91,No,2012-07-28,Electronic,13,0,On Time,On Time,2012-07-01,1
391,0379-NEVHP,2013-04-06,5786890759,2013-01-09,2013-02-08,34.41,No,2013-01-27,Paper,18,0,On Time,On Time,2013-01-01,1
770,2687-XWAMA,2013-04-03,5792413329,2012-06-26,2012-07-26,47.64,No,2012-07-10,Paper,14,0,On Time,On Time,2012-06-01,1
770,2026-XLBER,2012-11-12,5796159925,2013-09-08,2013-10-08,55.16,No,2013-09-17,Electronic,9,0,On Time,On Time,2013-09-01,1
406,5284-DJOZO,2012-09-11,5802848218,2012-12-14,2013-01-13,82.19,No,2012-12-18,Electronic,4,0,On Time,On Time,2012-12-01,1
897,8942-ERSWK,2013-01-11,5804051179,2012-11-17,2012-12-17,29.41,No,2012-12-03,Paper,16,0,On Time,On Time,2012-11-01,1
897,1408-OQZUE,2012-09-14,5822411556,2012-12-12,2013-01-11,64.29,Yes,2013-01-27,Electronic,46,16,Late,15–30 Days Late,2012-12-01,4
391,6708-DPYTF,2012-08-02,5826992356,2013-10-03,2013-11-02,105.25,No,2013-11-03,Electronic,31,1,Late,1–7 Days Late,2013-10-01,2
770,2687-XWAMA,2013-04-03,5831823402,2012-01-21,2012-02-20,32.78,No,2012-02-02,Paper,12,0,On Time,On Time,2012-01-01,1
770,0625-TNJFG,2013-08-15,5833648536,2013-07-13,2013-08-12,81.63,No,2013-08-04,Paper,22,0,On Time,On Time,2013-07-01,1
406,2621-XCLEH,2012-09-24,5834509499,2012-03-02,2012-04-01,67.51,No,2012-04-28,Paper,57,27,Late,15–30 Days Late,2012-03-01,4
770,3831-FXWYK,2013-03-08,5834961407,2012-08-09,2012-09-08,73.9,No,2012-09-10,Paper,32,2,Late,1–7 Days Late,2012-08-01,2
406,6833-ETVHD,2012-04-30,5844695758,2012-01-10,2012-02-09,71.66,No,2012-02-10,Paper,31,1,Late,1–7 Days Late,2012-01-01,2
770,9149-MATVB,2013-04-30,5851010658,2012-04-01,2012-05-01,56.1,No,2012-04-30,Paper,29,0,On Time,On Time,2012-04-01,1
770,0625-TNJFG,2013-08-15,5853943614,2012-02-24,2012-03-25,62.39,No,2012-03-25,Paper,30,0,On Time,On Time,2012-02-01,1
770,3831-FXWYK,2013-03-08,5854224600,2013-09-02,2013-10-02,56.31,No,2013-09-27,Electronic,25,0,On Time,On Time,2013-09-01,1
897,3271-YDPUJ,2013-04-02,5861341441,2013-01-18,2013-02-17,44.79,Yes,2013-02-24,Paper,37,7,Late,1–7 Days Late,2013-01-01,2
897,9250-VHLWY,2013-06-03,5863004374,2013-01-09,2013-02-08,52.53,No,2013-02-11,Paper,33,3,Late,1–7 Days Late,2013-01-01,2
391,5196-TWQXF,2012-06-20,5865149984,2013-05-26,2013-06-25,55.1,No,2013-06-16,Electronic,21,0,On Time,On Time,2013-05-01,1
770,7050-KQLDO,2012-09-29,5865665884,2012-01-28,2012-02-27,64.89,No,2012-02-16,Paper,19,0,On Time,On Time,2012-01-01,1
770,7758-WKLVM,2012-02-06,5865860062,2012-03-19,2012-04-18,48.42,Yes,2012-05-09,Electronic,51,21,Late,15–30 Days Late,2012-03-01,4
770,2687-XWAMA,2013-04-03,5866198434,2012-05-13,2012-06-12,56.25,No,2012-05-23,Paper,10,0,On Time,On Time,2012-05-01,1
391,7209-MDWKR,2013-10-09,5866933192,2013-07-14,2013-08-13,62.32,No,2013-08-19,Paper,36,6,Late,1–7 Days Late,2013-07-01,2
897,0688-XNJRO,2012-06-24,5868117840,2012-07-05,2012-08-04,24.42,No,2012-08-15,Electronic,41,11,Late,8–14 Days Late,2012-07-01,3
897,3271-YDPUJ,2013-04-02,5870483009,2012-08-24,2012-09-23,23.08,No,2012-09-13,Paper,20,0,On Time,On Time,2012-08-01,1
391,6632-CGYHU,2013-01-08,5872970998,2013-05-29,2013-06-28,85.89,No,2013-06-06,Electronic,8,0,On Time,On Time,2013-05-01,1
770,9149-MATVB,2013-04-30,5876175760,2012-06-05,2012-07-05,64.06,No,2012-07-13,Paper,38,8,Late,8–14 Days Late,2012-06-01,3
818,8102-ABPKQ,2013-08-29,5882624218,2013-03-17,2013-04-16,76.85,Yes,2013-05-03,Paper,47,17,Late,15–30 Days Late,2013-03-01,4
406,1447-YZKCL,2012-08-10,5893003141,2012-05-25,2012-06-24,71.36,No,2012-06-26,Paper,32,2,Late,1–7 Days Late,2012-05-01,2
391,9174-IYKOC,2012-11-27,5895996518,2013-07-09,2013-08-08,65.39,No,2013-08-02,Electronic,24,0,On Time,On Time,2013-07-01,1
818,3568-JJMFW,2012-01-09,5896450110,2012-12-30,2013-01-29,56.93,Yes,2013-01-17,Electronic,18,0,On Time,On Time,2012-12-01,1
391,6708-DPYTF,2012-08-02,5897876193,2012-07-04,2012-08-03,76.81,No,2012-08-16,Paper,43,13,Late,8–14 Days Late,2012-07-01,3
406,7938-EVASK,2012-12-15,5900977077,2013-05-04,2013-06-03,65.79,No,2013-05-28,Electronic,24,0,On Time,On Time,2013-05-01,1
406,3448-OWJOT,2012-09-15,5902046936,2012-02-19,2012-03-20,74.94,Yes,2012-03-28,Paper,38,8,Late,8–14 Days Late,2012-02-01,3
391,9174-IYKOC,2012-11-27,5905976017,2013-03-19,2013-04-18,57.46,No,2013-04-06,Electronic,18,0,On Time,On Time,2013-03-01,1
770,3831-FXWYK,2013-03-08,5908935254,2013-03-25,2013-04-24,85.86,No,2013-04-27,Electronic,33,3,Late,1–7 Days Late,2013-03-01,2
897,9250-VHLWY,2013-06-03,5915326736,2012-04-16,2012-05-16,49.7,No,2012-05-08,Paper,22,0,On Time,On Time,2012-04-01,1
391,7209-MDWKR,2013-10-09,5916379112,2012-01-21,2012-02-20,81.9,No,2012-02-16,Paper,26,0,On Time,On Time,2012-01-01,1
406,9322-YCTQO,2012-04-06,5920658489,2013-10-30,2013-11-29,91.32,No,2013-11-25,Electronic,26,0,On Time,On Time,2013-10-01,1
818,1604-LIFKX,2013-03-16,5928070131,2012-01-03,2012-02-02,97.6,No,2012-02-25,Paper,53,23,Late,15–30 Days Late,2012-01-01,4
897,1168-BEASA,2013-11-06,5934744260,2013-08-18,2013-09-17,58.68,No,2013-09-12,Paper,25,0,On Time,On Time,2013-08-01,1
897,6177-VTITE,2012-10-26,5937906260,2013-06-30,2013-07-30,21.89,No,2013-07-14,Electronic,14,0,On Time,On Time,2013-06-01,1
406,9758-AIEIK,2012-04-23,5939094178,2012-02-13,2012-03-14,55.42,No,2012-03-03,Paper,19,0,On Time,On Time,2012-02-01,1
391,2423-QOKIO,2013-05-11,5939164853,2012-07-09,2012-08-08,70.43,No,2012-08-16,Paper,38,8,Late,8–14 Days Late,2012-07-01,3
818,8887-NCUZC,2013-01-22,5945158356,2013-06-11,2013-07-11,53.19,No,2013-07-09,Electronic,28,0,On Time,On Time,2013-06-01,1
770,5592-UQXSS,2012-12-31,5949242829,2013-11-06,2013-12-06,44.87,Yes,2013-12-11,Electronic,35,5,Late,1–7 Days Late,2013-11-01,2
770,3831-FXWYK,2013-03-08,5950285853,2013-01-05,2013-02-04,63.12,Yes,2013-02-18,Paper,44,14,Late,8–14 Days Late,2013-01-01,3
391,5196-TWQXF,2012-06-20,5955530230,2013-05-13,2013-06-12,16.57,No,2013-06-04,Electronic,22,0,On Time,On Time,2013-05-01,1
770,3831-FXWYK,2013-03-08,5959305622,2013-11-18,2013-12-18,78.37,No,2013-12-15,Electronic,27,0,On Time,On Time,2013-11-01,1
897,0688-XNJRO,2012-06-24,5963438295,2013-07-16,2013-08-15,25.79,No,2013-08-23,Electronic,38,8,Late,8–14 Days Late,2013-07-01,3
897,8690-EEBEO,2012-12-05,5972339733,2012-08-19,2012-09-18,59.4,No,2012-09-23,Paper,35,5,Late,1–7 Days Late,2012-08-01,2
406,8976-AMJEO,2012-03-03,5978287436,2013-05-23,2013-06-22,39.6,No,2013-06-18,Electronic,26,0,On Time,On Time,2013-05-01,1
391,2125-HJDLA,2012-05-22,5983180705,2012-03-07,2012-04-06,38.45,No,2012-04-22,Paper,46,16,Late,15–30 Days Late,2012-03-01,4
406,5573-KSOIA,2013-09-30,5984065624,2013-08-29,2013-09-28,87.37,No,2013-09-30,Paper,32,2,Late,1–7 Days Late,2013-08-01,2
406,3448-OWJOT,2012-09-15,5990869923,2012-08-22,2012-09-21,48.72,Yes,2012-10-08,Paper,47,17,Late,15–30 Days Late,2012-08-01,4
897,6177-VTITE,2012-10-26,5991374516,2013-11-02,2013-12-02,55.11,No,2013-11-10,Electronic,8,0,On Time,On Time,2013-11-01,1
818,2824-HJQPP,2013-09-04,5993794287,2013-07-27,2013-08-26,36.02,No,2013-08-18,Paper,22,0,On Time,On Time,2013-07-01,1
391,0187-ERLSR,2013-07-31,5995302563,2013-03-04,2013-04-03,31.72,No,2013-03-11,Paper,7,0,On Time,On Time,2013-03-01,1
391,9174-IYKOC,2012-11-27,5995642092,2012-03-08,2012-04-07,35.46,No,2012-04-12,Paper,35,5,Late,1–7 Days Late,2012-03-01,2
897,7654-DOLHO,2012-04-04,5999019394,2012-12-27,2013-01-26,5.26,No,2013-01-23,Electronic,27,0,On Time,On Time,2012-12-01,1
770,2687-XWAMA,2013-04-03,6008733621,2013-10-14,2013-11-13,48.8,No,2013-10-19,Electronic,5,0,On Time,On Time,2013-10-01,1
818,8887-NCUZC,2013-01-22,6014957446,2013-10-09,2013-11-08,55.55,Yes,2013-11-13,Electronic,35,5,Late,1–7 Days Late,2013-10-01,2
897,3271-YDPUJ,2013-04-02,6017503839,2013-05-27,2013-06-26,30.23,No,2013-06-12,Electronic,16,0,On Time,On Time,2013-05-01,1
391,0187-ERLSR,2013-07-31,6018471272,2013-05-07,2013-06-06,79.87,No,2013-05-15,Paper,8,0,On Time,On Time,2013-05-01,1
391,9174-IYKOC,2012-11-27,6019130159,2012-10-13,2012-11-12,73.75,No,2012-11-06,Paper,24,0,On Time,On Time,2012-10-01,1
770,6077-FDQRK,2012-09-11,6021346193,2012-07-26,2012-08-25,63.03,No,2012-08-17,Paper,22,0,On Time,On Time,2012-07-01,1
770,4460-ZXNDN,2013-06-27,6023663421,2012-04-09,2012-05-09,61.97,Yes,2012-05-25,Paper,46,16,Late,15–30 Days Late,2012-04-01,4
818,8364-UWVLM,2012-11-10,6025796693,2012-02-29,2012-03-30,68.31,No,2012-03-29,Paper,29,0,On Time,On Time,2012-02-01,1
818,5875-VZQCZ,2013-07-15,6032999481,2013-03-18,2013-04-17,81.21,Yes,2013-05-11,Paper,54,24,Late,15–30 Days Late,2013-03-01,4
406,9771-QTLGZ,2012-12-10,6034265548,2012-05-21,2012-06-20,55.54,Yes,2012-06-17,Paper,27,0,On Time,On Time,2012-05-01,1
770,6077-FDQRK,2012-09-11,6035899942,2012-07-10,2012-08-09,53.52,No,2012-08-02,Paper,23,0,On Time,On Time,2012-07-01,1
406,6048-QPZCF,2012-07-13,6040813966,2012-09-25,2012-10-25,84.23,No,2012-09-30,Electronic,5,0,On Time,On Time,2012-09-01,1
818,6004-KITZM,2013-09-01,6045344090,2013-04-16,2013-05-16,72.88,No,2013-05-05,Paper,19,0,On Time,On Time,2013-04-01,1
818,8887-NCUZC,2013-01-22,6050714721,2012-01-03,2012-02-02,15.99,Yes,2012-02-15,Paper,43,13,Late,8–14 Days Late,2012-01-01,3
818,7695-NKUXM,2012-11-21,6051615131,2012-08-25,2012-09-24,27.52,No,2012-08-29,Paper,4,0,On Time,On Time,2012-08-01,1
770,0625-TNJFG,2013-08-15,6052640963,2013-11-11,2013-12-11,83.68,No,2013-12-01,Electronic,20,0,On Time,On Time,2013-11-01,1
406,4092-ZAVRG,2012-05-19,6053161771,2013-02-10,2013-03-12,73.56,No,2013-02-11,Electronic,1,0,On Time,On Time,2013-02-01,1
391,2125-HJDLA,2012-05-22,6059076054,2012-10-05,2012-11-04,32.05,No,2012-10-31,Electronic,26,0,On Time,On Time,2012-10-01,1
391,9841-XLGBV,2013-01-03,6059357698,2013-07-27,2013-08-26,31.12,No,2013-08-24,Electronic,28,0,On Time,On Time,2013-07-01,1
406,7938-EVASK,2012-12-15,6062304635,2012-09-07,2012-10-07,111.21,No,2012-09-29,Paper,22,0,On Time,On Time,2012-09-01,1
818,5148-SYKLB,2013-08-28,6067368978,2012-06-18,2012-07-18,88.48,Yes,2012-07-31,Paper,43,13,Late,8–14 Days Late,2012-06-01,3
770,3993-QUNVJ,2012-12-31,6079394028,2012-07-23,2012-08-22,61.76,No,2012-08-09,Paper,17,0,On Time,On Time,2012-07-01,1
897,6177-VTITE,2012-10-26,6080109452,2013-02-11,2013-03-13,57.05,No,2013-02-27,Electronic,16,0,On Time,On Time,2013-02-01,1
770,7228-LEPPM,2012-04-30,6081045243,2012-06-30,2012-07-30,69.15,No,2012-08-13,Electronic,44,14,Late,8–14 Days Late,2012-06-01,3
391,6708-DPYTF,2012-08-02,6085710390,2013-04-29,2013-05-29,82.04,No,2013-05-23,Electronic,24,0,On Time,On Time,2013-04-01,1
897,0688-XNJRO,2012-06-24,6088063371,2012-02-08,2012-03-09,68.28,No,2012-03-25,Paper,46,16,Late,15–30 Days Late,2012-02-01,4
897,6296-UKEUZ,2012-11-26,6089084877,2012-03-16,2012-04-15,43.39,No,2012-03-18,Paper,2,0,On Time,On Time,2012-03-01,1
897,1168-BEASA,2013-11-06,6095691270,2012-09-06,2012-10-06,43.17,No,2012-09-25,Paper,19,0,On Time,On Time,2012-09-01,1
406,2621-XCLEH,2012-09-24,6107289576,2013-04-27,2013-05-27,65.76,No,2013-06-03,Electronic,37,7,Late,1–7 Days Late,2013-04-01,2
391,6160-HCSFI,2013-01-10,6107650729,2012-07-26,2012-08-25,60.72,No,2012-08-21,Paper,26,0,On Time,On Time,2012-07-01,1
406,6048-QPZCF,2012-07-13,6109735891,2013-09-03,2013-10-03,90.27,Yes,2013-09-21,Electronic,18,0,On Time,On Time,2013-09-01,1
897,9286-VLKMI,2013-02-13,6110785497,2012-06-01,2012-07-01,86.5,No,2012-06-10,Paper,9,0,On Time,On Time,2012-06-01,1
406,6048-QPZCF,2012-07-13,6114978639,2012-02-24,2012-03-25,72.76,Yes,2012-03-19,Paper,24,0,On Time,On Time,2012-02-01,1
